Type	chromsome	Start	End	q-value	G-score	average amplitude	frequency
Amp	15	77267500	77337500	0.383658	0.41427	0.760372	0.25
Amp	15	77342500	77407500	0.169382	0.278481	0.544363	0.25
Amp	15	77412500	77782500	0.15657	0.244615	0.712455	0.166667
Amp	15	77787500	78202500	0.400228	0.42293	0.779367	0.25
Amp	15	78207500	82927500	0.169382	0.27355	0.541736	0.25
Amp	15	82932500	85132500	0.15657	0.251169	0.506133	0.25
Amp	15	85137500	85192500	0.257794	0.354254	0.526538	0.333333
Amp	15	85197500	86272500	0.15657	0.251169	0.506133	0.25
Amp	15	86277500	86277500	0.375817	0.391409	0.727399	0.25
Amp	15	86282500	86337500	0.451188	0.506077	0.911184	0.25
Amp	15	86342500	86342500	0.223284	0.33682	0.629126	0.25
Amp	15	86347500	89597500	0.154842	0.222151	0.446714	0.25
Amp	15	89602500	89867500	0	0.063049	0.193618	0.25
Amp	15	89872500	90147500	0	0.028935	0.209027	0.166667
Amp	15	90152500	90467500	0	0.078357	0.225171	0.25
Amp	15	90472500	91087500	0.169382	0.278293	0.543224	0.25
Amp	15	91092500	91352500	0	0.028935	0.209027	0.166667
Amp	15	91357500	91502500	0.097697	0.182593	0.575679	0.166667
Amp	15	91507500	93567500	0	0.028935	0.204475	0.166667
Amp	15	93572500	93617500	0.010686	0.152684	0.494424	0.166667
Amp	15	93622500	98222500	0	0	0.213632	0.083333
Amp	15	98227500	98277500	0.010686	0.149629	0.474657	0.166667
Amp	15	98282500	98322500	0	0	0.213632	0.083333
Amp	15	98327500	101572500	0.154842	0.21301	0.615092	0.166667
Amp	15	101577500	102287500	0	0.045645	0.215733	0.166667
Amp	15	102292500	102522500	0	0.109766	0.214047	0.333333
Amp	16	62500	1792500	0.471206	0.601231	0.733957	0.5
Amp	16	1797500	1872500	0.451188	0.504372	0.656917	0.5
Amp	16	1877500	1947500	0.223284	0.343469	0.528936	0.5
Amp	16	1952500	2387500	0.456312	0.523436	0.672793	0.5
Amp	16	2392500	2497500	0.223284	0.343469	0.52965	0.5
Amp	16	2502500	2567500	0.400228	0.446193	0.614115	0.5
Amp	16	2572500	3232500	0.223284	0.343469	0.53241	0.5
Amp	16	3237500	5217500	0.169382	0.266563	0.463238	0.5
Amp	16	5222500	6617500	0	0.049826	0.293785	0.5
Amp	16	6622500	6727500	0.097697	0.188402	0.404007	0.5
Amp	16	6732500	11007500	0	0.028035	0.276453	0.5
Amp	16	11012500	11072500	0	0.13509	0.348483	0.5
Amp	16	11077500	15217500	0	0.028035	0.255412	0.5
Amp	16	15222500	16382500	0	0.056442	0.262323	0.5
Amp	16	16387500	16467500	0.039341	0.164464	0.348243	0.5
Amp	16	16472500	18407500	0	0	0.21743	0.5
Amp	16	18412500	18412500	0	0.142512	0.341192	0.5
Amp	16	18417500	18497500	0.15657	0.245447	0.423212	0.5
Amp	16	18502500	18502500	0	0.133924	0.334508	0.5
Amp	16	18507500	18602500	0	0.030989	0.252635	0.5
Amp	16	18607500	22137500	0	0	0.227987	0.5
Amp	16	22142500	22352500	0	0.107126	0.313194	0.5
Amp	16	22357500	24582500	0	0	0.249162	0.416667
Amp	16	24587500	28202500	0	0.041569	0.288838	0.416667
Amp	16	28207500	29807500	0.111999	0.192622	0.374638	0.5
Amp	16	29812500	31512500	0.154842	0.220152	0.416219	0.5
Amp	16	31517500	31557500	0	0.02753	0.308402	0.333333
Amp	16	31562500	31982500	0	0	0.288464	0.25
Amp	16	31987500	32032500	0	0.109776	0.358817	0.333333
Amp	16	32037500	32862500	0	0	0.288464	0.25
Amp	16	32867500	32977500	0	0.108844	0.357705	0.333333
Amp	16	32982500	33682500	0	0	0.288464	0.25
Amp	16	33687500	33822500	0	0.0736	0.3387	0.333333
Amp	16	33827500	35127500	0	0	0.302948	0.25
Amp	16	35132500	46407500	0	0.038932	0.249495	0.25
Amp	16	46412500	46457500	0.097697	0.183643	0.561142	0.25
Amp	16	46462500	49432500	0	0.038932	0.33094	0.25
Amp	16	49437500	49967500	0	0.140031	0.410387	0.333333
Amp	16	49972500	50262500	0	0.038932	0.289768	0.333333
Amp	16	50267500	50347500	0	0.146035	0.431272	0.333333
Amp	16	50352500	50777500	0	0.038932	0.30349	0.333333
Amp	16	50782500	56217500	0	0	0.32739	0.25
Amp	16	56222500	56402500	0	0.093311	0.389887	0.333333
Amp	16	56407500	56562500	0	0	0.356082	0.25
Amp	16	56567500	57187500	0	0.096021	0.399326	0.333333
Amp	16	57192500	57287500	0	0	0.356082	0.25
Amp	16	57292500	57632500	0	0.129156	0.43886	0.333333
Amp	16	57637500	57697500	0.15657	0.236322	0.566717	0.333333
Amp	16	57702500	58162500	0	0.129156	0.424157	0.333333
Amp	16	58167500	58457500	0	0.021384	0.295575	0.333333
Amp	16	58462500	58547500	0	0.136068	0.432402	0.333333
Amp	16	58552500	58717500	0	0.049161	0.328716	0.333333
Amp	16	58722500	66112500	0	0	0.336478	0.25
Amp	16	66117500	66287500	0	0.090627	0.417157	0.25
Amp	16	66292500	66377500	0	0.135879	0.40842	0.333333
Amp	16	66382500	67062500	0.15657	0.240814	0.42742	0.416667
Amp	16	67067500	67132500	0.010686	0.150187	0.411665	0.333333
Amp	16	67137500	67422500	0.15657	0.250083	0.436267	0.416667
Amp	16	67427500	67502500	0.328749	0.37547	0.555944	0.416667
Amp	16	67507500	67597500	0.169382	0.278143	0.463049	0.416667
Amp	16	67602500	67957500	0.133141	0.204831	0.382456	0.416667
Amp	16	67962500	68002500	0.169382	0.279218	0.404293	0.5
Amp	16	68007500	69467500	0.133141	0.204831	0.402773	0.416667
Amp	16	69472500	69597500	0	0.130732	0.324729	0.416667
Amp	16	69602500	69737500	0	0.104935	0.360649	0.333333
Amp	16	69742500	69952500	0.097697	0.187093	0.376134	0.416667
Amp	16	69957500	69997500	0.169382	0.267129	0.452525	0.416667
Amp	16	70002500	70282500	0.154842	0.212927	0.400792	0.416667
Amp	16	70287500	70537500	0.169382	0.268337	0.453679	0.416667
Amp	16	70542500	70592500	0.039341	0.159221	0.349531	0.416667
Amp	16	70597500	70747500	0.169382	0.288879	0.474255	0.416667
Amp	16	70752500	70822500	0.169382	0.263045	0.442172	0.416667
Amp	16	70827500	70842500	0.039341	0.15811	0.42686	0.333333
Amp	16	70847500	74032500	0	0.028452	0.272168	0.333333
Amp	16	74037500	74097500	0.926938	0.778501	0.949105	0.416667
Amp	16	74102500	75252500	0.077169	0.17609	0.374125	0.416667
Amp	16	75257500	75337500	0.169382	0.290582	0.475947	0.416667
Amp	16	75342500	75342500	0.077169	0.17609	0.364601	0.416667
Amp	16	75347500	75707500	0.010686	0.147639	0.409097	0.333333
Amp	16	75712500	83882500	0	0	0.305649	0.25
Amp	16	83887500	84802500	0	0.140446	0.397459	0.333333
Amp	16	84807500	85172500	0.077169	0.172014	0.357296	0.416667
Amp	16	85177500	85787500	0.210438	0.333457	0.513454	0.416667
Amp	16	85792500	90242500	0.154842	0.21834	0.403579	0.416667
Amp	16	90247500	90292500	0.097697	0.186772	0.455314	0.333333
Amp	17	2500	282500	0.097697	0.187244	0.396718	0.333333
Amp	17	287500	2002500	0	0.093359	0.347917	0.25
Amp	17	2007500	2237500	0	0	0.182271	0.25
Amp	17	2242500	2317500	0	0.124478	0.397421	0.25
Amp	17	2322500	2587500	0	0	0.181021	0.25
Amp	17	2592500	2867500	0	0.119986	0.390274	0.25
Amp	17	2872500	2947500	0	0.0438	0.26908	0.25
Amp	17	2952500	3412500	0	0	0.14538	0.166667
Amp	17	3417500	6477500	0	0.042666	0.267275	0.25
Amp	17	6482500	6552500	0	0	0.14538	0.166667
Amp	17	6557500	6627500	0	0.05443	0.285989	0.25
Amp	17	6632500	6877500	0	0	0.14538	0.166667
Amp	17	6882500	7762500	0	0.083567	0.33234	0.25
Amp	17	7767500	8412500	0	0.04996	0.278878	0.25
Amp	17	8417500	8547500	0	0	0.14538	0.166667
Amp	17	8552500	9142500	0	0.029465	0.246277	0.25
Amp	17	9147500	16712500	0	0	0.14538	0.166667
Amp	17	16717500	18407500	0	0.08676	0.337419	0.25
Amp	17	18412500	20297500	0	0	0.14538	0.166667
Amp	17	20302500	20657500	0	0.021812	0.131618	0.25
Amp	17	20662500	21067500	0	0	0.188867	0.25
Amp	17	21072500	21327500	0	0.113289	0.37962	0.25
Amp	17	21332500	21682500	0	0	0.145264	0.25
Amp	17	21687500	21787500	0.039341	0.157953	0.456877	0.166667
Amp	17	21792500	25527500	0	0	0.192241	0.166667
Amp	17	25532500	26522500	0	0.03343	0.41382	0.416667
Amp	17	26527500	27882500	0	0.070797	0.466071	0.416667
Amp	17	27887500	27957500	0.039341	0.164952	0.555938	0.416667
Amp	17	27962500	27967500	0	0.127584	0.573477	0.333333
Amp	17	27972500	28522500	0	0	0.404529	0.333333
Amp	17	28527500	28567500	0	0.029556	0.413324	0.416667
Amp	17	28572500	28962500	0	0	0.404529	0.333333
Amp	17	28967500	29057500	0	0.110964	0.496688	0.416667
Amp	17	29062500	36382500	0	0	0.387062	0.416667
Amp	17	36387500	36412500	0	0.082075	0.430743	0.5
Amp	17	36417500	37077500	0.15657	0.245281	0.560555	0.5
Amp	17	37082500	37217500	0.039341	0.163206	0.47856	0.5
Amp	17	37222500	37402500	0.169382	0.277157	0.585908	0.5
Amp	17	37407500	37677500	0.039341	0.163206	0.48305	0.5
Amp	17	37682500	37697500	0.15657	0.244835	0.547976	0.5
Amp	17	37702500	37917500	0.257794	0.346693	0.641216	0.5
Amp	17	37922500	37927500	0.169382	0.265064	0.540643	0.5
Amp	17	37932500	38057500	0.039341	0.163206	0.490062	0.416667
Amp	17	38062500	38062500	0.154842	0.212833	0.515681	0.5
Amp	17	38067500	38437500	0.169382	0.25229	0.583893	0.5
Amp	17	38442500	38517500	0.210438	0.32875	0.644709	0.5
Amp	17	38522500	38537500	0.169382	0.25229	0.571263	0.5
Amp	17	38542500	38702500	0.133141	0.202663	0.531791	0.5
Amp	17	38707500	39522500	0	0.039457	0.394393	0.5
Amp	17	39527500	39772500	0.111999	0.19902	0.521612	0.5
Amp	17	39777500	41402500	0.383658	0.415468	0.693773	0.5
Amp	17	41407500	42477500	0.328749	0.376306	0.662624	0.5
Amp	17	42482500	42577500	0.154842	0.216744	0.538354	0.5
Amp	17	42582500	42757500	0.175808	0.324173	0.623802	0.5
Amp	17	42762500	43582500	0.375817	0.399399	0.683636	0.5
Amp	17	43587500	43657500	0.15657	0.248452	0.563575	0.5
Amp	17	43662500	44107500	0.312326	0.359755	0.652103	0.5
Amp	17	44112500	44757500	0	0.039457	0.36139	0.5
Amp	17	44762500	44827500	0.010686	0.148164	0.46046	0.5
Amp	17	44832500	45077500	0.223284	0.34254	0.615065	0.5
Amp	17	45082500	45762500	0.111999	0.194049	0.496957	0.5
Amp	17	45767500	46237500	0.210438	0.330341	0.605361	0.5
Amp	17	46242500	46492500	0.010686	0.148164	0.449581	0.5
Amp	17	46497500	46617500	0.169382	0.308869	0.588283	0.5
Amp	17	46622500	46722500	0.400228	0.454069	0.714865	0.5
Amp	17	46727500	49032500	0.169382	0.308869	0.599376	0.5
Amp	17	49037500	49052500	0.010686	0.148164	0.471553	0.5
Amp	17	49057500	49252500	0	0.108707	0.461102	0.416667
Amp	17	49257500	54652500	0	0	0.293043	0.416667
Amp	17	54657500	54917500	0	0.114655	0.402478	0.416667
Amp	17	54922500	55117500	0	0.091253	0.380141	0.416667
Amp	17	55122500	55197500	0.169382	0.307875	0.651201	0.416667
Amp	17	55202500	55307500	0	0.091253	0.444444	0.416667
Amp	17	55312500	56032500	0.111999	0.189168	0.490431	0.5
Amp	17	56037500	57407500	0	0.091253	0.406944	0.5
Amp	17	57412500	57467500	0.097697	0.181048	0.483972	0.5
Amp	17	57472500	57917500	0	0.091253	0.40895	0.5
Amp	17	57922500	58022500	0.169382	0.279845	0.498868	0.583333
Amp	17	58027500	58082500	0	0.091253	0.370293	0.583333
Amp	17	58087500	58187500	0.077169	0.16937	0.426636	0.583333
Amp	17	58192500	58247500	0.169382	0.309804	0.522379	0.583333
Amp	17	58252500	58252500	0	0.109133	0.385569	0.583333
Amp	17	58257500	59457500	0	0.031016	0.323207	0.583333
Amp	17	59462500	59462500	0.097697	0.17933	0.428946	0.583333
Amp	17	59467500	59572500	0.169382	0.279335	0.506232	0.583333
Amp	17	59577500	61482500	0	0.031016	0.319702	0.583333
Amp	17	61487500	61622500	0.154842	0.227464	0.486052	0.583333
Amp	17	61627500	61972500	0	0.093817	0.394937	0.583333
Amp	17	61977500	62082500	0.15657	0.235434	0.503028	0.583333
Amp	17	62087500	63507500	0	0.093817	0.392917	0.583333
Amp	17	63512500	63562500	0.097697	0.187542	0.448506	0.583333
Amp	17	63567500	63727500	0	0.093817	0.369652	0.583333
Amp	17	63732500	64182500	0	0	0.288142	0.583333
Amp	17	64187500	64672500	0	0.105971	0.373312	0.583333
Amp	17	64677500	64932500	0.097697	0.188144	0.439436	0.583333
Amp	17	64937500	65047500	0.210438	0.329416	0.535749	0.583333
Amp	17	65052500	65062500	0.15657	0.247242	0.465802	0.583333
Amp	17	65067500	65197500	0	0	0.278296	0.583333
Amp	17	65202500	66797500	0	0.097211	0.363517	0.583333
Amp	17	66802500	70027500	0	0	0.290974	0.583333
Amp	17	70032500	70107500	0.010686	0.154436	0.402531	0.583333
Amp	17	70112500	71922500	0.154842	0.227125	0.466011	0.583333
Amp	17	71927500	72767500	0.169382	0.286268	0.506333	0.583333
Amp	17	72772500	73177500	0.451188	0.492083	0.646649	0.583333
Amp	17	73182500	74152500	0.471206	0.531719	0.673671	0.583333
Amp	17	74157500	74232500	0.375817	0.391424	0.578024	0.583333
Amp	17	74237500	74297500	0.456312	0.520171	0.665798	0.583333
Amp	17	74302500	74362500	0.400228	0.447482	0.616242	0.583333
Amp	17	74367500	75942500	0.471206	0.531471	0.673502	0.583333
Amp	17	75947500	76087500	0.328749	0.368145	0.562153	0.583333
Amp	17	76092500	76672500	0.471206	0.573932	0.70245	0.583333
Amp	17	76677500	76772500	0.375817	0.408115	0.589403	0.583333
Amp	17	76777500	78912500	0.471206	0.572269	0.701316	0.583333
Amp	17	78917500	80202500	0.926938	0.782592	0.855509	0.583333
Amp	17	80207500	80707500	0.926938	0.749353	0.832848	0.583333
Amp	17	80712500	81192500	0.471206	0.539029	0.689458	0.583333
Amp	18	12500	67500	0	0.082474	0.265467	0.166667
Amp	18	72500	112500	0.133141	0.200807	0.388156	0.25
Amp	18	117500	207500	0	0.082474	0.256997	0.166667
Amp	18	212500	9117500	0	0	0.116379	0.083333
Amp	18	9122500	9222500	0.471206	0.560873	1.396523	0.166667
Amp	18	9227500	11917500	0	0	0.116379	0.083333
Amp	18	11922500	12067500	0	0.106228	0.346071	0.166667
Amp	18	12072500	12227500	0	0	0.116379	0.083333
Amp	18	12232500	12442500	0	0.106565	0.346875	0.166667
Amp	18	12447500	15382500	0	0	0.116379	0.083333
Amp	18	15387500	18512500	0	0.102153	0.301943	0.166667
Amp	18	18517500	20612500	0	0	0.116379	0.083333
Amp	18	20617500	20862500	0	0.106715	0.347232	0.166667
Amp	18	20867500	29602500	0	0	0.116379	0.083333
Amp	18	29607500	29652500	0	0.090118	0.273226	0.166667
Amp	18	29657500	34817500	0	0	0.116379	0.083333
Amp	18	34822500	34827500	0	0.024141	0.115794	0.166667
Amp	18	34832500	35157500	0.077169	0.176532	0.342552	0.25
Amp	18	35162500	35167500	0	0.024141	0.115794	0.166667
Amp	18	35172500	43852500	0	0	0.116379	0.083333
Amp	18	43857500	44157500	0	0.102797	0.337885	0.166667
Amp	18	44162500	44387500	0	0.065619	0.249172	0.166667
Amp	18	44392500	44537500	0	0	0.116379	0.083333
Amp	18	44542500	45342500	0	0.033622	0.17282	0.166667
Amp	18	45347500	45477500	0	0	0	0
Amp	18	45482500	45482500	0	0.082969	0.395954	0.083333
Amp	18	45487500	45522500	0	0.131168	0.347392	0.166667
Amp	18	45527500	48567500	0	0.048199	0.29883	0.083333
Amp	18	48572500	48612500	0	0	0	0
Amp	18	48617500	48692500	0	0.060953	0.359694	0.083333
Amp	18	48697500	77092500	0	0	0	0
Amp	18	77097500	77967500	0.154842	0.228836	0.580444	0.166667
Amp	18	77972500	78017500	0.210438	0.324899	0.539777	0.25
Amp	19	62500	222500	0	0.105473	0.43605	0.5
Amp	19	227500	232500	0	0	0.42259	0.416667
Amp	19	237500	272500	0.400228	0.42538	0.8286	0.416667
Amp	19	277500	292500	0.471206	0.568297	0.993426	0.416667
Amp	19	297500	5022500	0.926938	0.748913	1.165817	0.416667
Amp	19	5027500	6902500	0.9149	0.717539	1.135872	0.416667
Amp	19	6907500	7087500	0.471206	0.574622	0.969603	0.416667
Amp	19	7092500	7302500	0.769489	0.673908	1.094227	0.416667
Amp	19	7307500	7347500	0.133141	0.206868	0.42735	0.583333
Amp	19	7397500	8807500	0	0.099286	1.124173	0.416667
Amp	19	8812500	8847500	0	0	1.021739	0.416667
Amp	19	8852500	8897500	0	0.098804	0.930037	0.5
Amp	19	8902500	9892500	0	0	1.021739	0.416667
Amp	19	9897500	11717500	0	0.126128	1.149793	0.416667
Amp	19	11722500	12742500	0	0	1.020102	0.416667
Amp	19	12747500	14727500	0	0.108183	1.132664	0.416667
Amp	19	14732500	15277500	0	0	1.029183	0.416667
Amp	19	15282500	19867500	0	0.107114	1.131645	0.416667
Amp	19	19872500	21042500	0	0	1.208135	0.333333
Amp	19	21047500	21047500	0	0.114631	0.848445	0.416667
Amp	19	21052500	21097500	0.223284	0.335271	1.059038	0.416667
Amp	19	21102500	27737500	0	0	0.807724	0.333333
Amp	19	27742500	27822500	0.010686	0.154679	0.832535	0.5
Amp	19	27827500	27827500	0.169382	0.287415	0.703964	0.583333
Amp	19	27832500	27897500	0.077169	0.173497	0.730683	0.5
Amp	19	27902500	29857500	0	0.040762	0.870853	0.5
Amp	19	29862500	29947500	0	0.116753	0.755337	0.666667
Amp	19	29952500	30432500	0	0.08552	0.736705	0.666667
Amp	19	30437500	36137500	0	0.040762	0.766507	0.583333
Amp	19	36142500	38317500	0.169382	0.254122	0.858671	0.666667
Amp	19	38322500	39872500	0.223284	0.341861	0.909585	0.666667
Amp	19	39877500	39922500	0.407533	0.475991	0.9999	0.666667
Amp	19	39927500	40022500	0.223284	0.341861	0.919886	0.666667
Amp	19	40027500	40297500	0.169382	0.254122	0.946553	0.583333
Amp	19	40302500	40487500	0.169382	0.311155	0.901569	0.666667
Amp	19	40492500	40647500	0.169382	0.254122	0.946553	0.583333
Amp	19	40652500	41957500	0.175808	0.32105	0.907471	0.666667
Amp	19	41962500	42327500	0	0.10769	0.778899	0.666667
Amp	19	42332500	42927500	0.362576	0.385778	0.948052	0.666667
Amp	19	42932500	42932500	0.175808	0.318851	0.885332	0.666667
Amp	19	42937500	43852500	0	0	0.695125	0.666667
Amp	19	43857500	43932500	0	0.079072	0.7678	0.666667
Amp	19	43937500	44312500	0.312326	0.361327	0.936176	0.666667
Amp	19	44317500	45077500	0.169382	0.282256	0.97108	0.583333
Amp	19	45082500	46542500	0.375817	0.393827	0.958531	0.666667
Amp	19	46547500	46677500	0.169382	0.282256	0.97108	0.583333
Amp	19	46682500	48707500	0.312326	0.36164	0.936363	0.666667
Amp	19	48712500	48777500	0.169382	0.282256	0.877821	0.666667
Amp	19	48782500	49747500	0.375817	0.40648	0.965476	0.666667
Amp	19	49752500	49837500	0.169382	0.282256	0.8808	0.666667
Amp	19	49842500	52007500	0.328749	0.367262	0.94208	0.666667
Amp	19	52012500	52187500	0.169382	0.282256	0.867175	0.666667
Amp	19	52192500	52242500	0.257794	0.348037	0.930611	0.666667
Amp	19	52247500	54917500	0.169382	0.282256	0.973781	0.583333
Amp	19	54922500	54972500	0.383658	0.412235	0.964707	0.666667
Amp	19	54977500	55392500	0.169382	0.282256	0.882258	0.666667
Amp	19	55397500	56212500	0.383658	0.411865	0.970785	0.666667
Amp	19	56217500	56557500	0.169382	0.282256	0.892423	0.666667
Amp	19	56562500	56657500	0.223284	0.342076	0.897891	0.666667
Amp	19	56662500	58782500	0.169382	0.282256	0.985377	0.583333
Amp	19	58787500	58827500	0.362576	0.387343	0.924894	0.666667
Amp	19	58832500	59047500	0.407533	0.479694	0.979985	0.666667
Amp	19	59052500	59052500	0.471206	0.549019	1.02134	0.666667
Amp	19	59057500	59117500	0.471206	0.594742	0.935899	0.75
Amp	20	57500	237500	0	0.056496	0.524001	0.5
Amp	20	242500	1207500	0.010686	0.153043	0.514965	0.583333
Amp	20	1212500	1592500	0	0.114635	0.48878	0.583333
Amp	20	1597500	3632500	0	0.08947	0.471624	0.583333
Amp	20	3637500	3862500	0.154842	0.212279	0.55535	0.583333
Amp	20	3867500	7092500	0	0.031331	0.503985	0.5
Amp	20	7097500	17582500	0	0	0.469501	0.5
Amp	20	17587500	17627500	0.097697	0.187387	0.530182	0.583333
Amp	20	17632500	19952500	0	0.03676	0.427491	0.583333
Amp	20	19957500	20337500	0.169382	0.253468	0.515504	0.666667
Amp	20	20342500	26257500	0	0.03676	0.427491	0.583333
Amp	20	26262500	29417500	0.010686	0.155556	0.461766	0.5
Amp	20	29422500	29577500	0	0.03676	0.389022	0.416667
Amp	20	29582500	29637500	0	0	0.358745	0.166667
Amp	20	29642500	29652500	0	0.089826	0.41359	0.25
Amp	20	29802500	30057500	0.169382	0.302339	0.528465	0.583333
Amp	20	30062500	30402500	0.328749	0.367055	0.610416	0.75
Amp	20	30407500	30457500	0.471206	0.525015	0.694175	0.75
Amp	20	30462500	31032500	0.210438	0.332112	0.591887	0.75
Amp	20	31037500	31237500	0.400265	0.465416	0.662572	0.75
Amp	20	31242500	32232500	0.210438	0.332112	0.591609	0.75
Amp	20	32237500	32262500	0.451188	0.495778	0.667883	0.75
Amp	20	32267500	32287500	0.471206	0.589	0.656519	0.833333
Amp	20	32292500	33757500	0.375817	0.395561	0.564203	0.833333
Amp	20	33762500	35742500	0.097697	0.183048	0.46899	0.833333
Amp	20	35747500	36117500	0.362576	0.378348	0.557561	0.833333
Amp	20	36122500	37087500	0.169382	0.285126	0.510848	0.833333
Amp	20	37092500	37202500	0.111999	0.195299	0.519978	0.75
Amp	20	37207500	37567500	0.169382	0.297831	0.51801	0.833333
Amp	20	37572500	37657500	0.111999	0.195299	0.519978	0.75
Amp	20	37662500	37787500	0.169382	0.292645	0.516765	0.833333
Amp	20	37792500	39757500	0.111999	0.195299	0.519978	0.75
Amp	20	39762500	39807500	0.210438	0.329326	0.53427	0.833333
Amp	20	39812500	41112500	0.154842	0.220095	0.482142	0.833333
Amp	20	41117500	41182500	0.111999	0.195299	0.519978	0.75
Amp	20	41187500	44412500	0.169382	0.256417	0.497147	0.833333
Amp	20	44417500	44637500	0.383658	0.408653	0.577571	0.833333
Amp	20	44642500	46582500	0.169382	0.29025	0.521066	0.833333
Amp	20	46587500	53047500	0.169382	0.256417	0.503121	0.833333
Amp	20	53052500	55297500	0	0.061117	0.4337	0.75
Amp	20	55302500	58412500	0.169382	0.311468	0.513457	0.833333
Amp	20	58417500	58502500	0.15657	0.250351	0.538099	0.75
Amp	20	58507500	60082500	0.169382	0.302761	0.509301	0.833333
Amp	20	60087500	60642500	0.400228	0.455653	0.582266	0.833333
Amp	20	60647500	60917500	0.651976	0.640245	0.67036	0.833333
Amp	20	60922500	62337500	0.926938	0.814484	0.753512	0.833333
Amp	20	62342500	62442500	0.769489	0.672719	0.685857	0.833333
Amp	20	62447500	62512500	0.926938	0.779231	0.739616	0.833333
Amp	20	62517500	62567500	0.769489	0.672719	0.688786	0.833333
Amp	20	62572500	62612500	0.926938	0.839477	0.768368	0.833333
Amp	20	62617500	62782500	0.9149	0.734753	0.71839	0.833333
Amp	20	62787500	62877500	0.548277	0.613296	0.660427	0.833333
Amp	20	62882500	62912500	0.400228	0.429561	0.572743	0.833333
Amp	20	62917500	62922500	0.210438	0.335053	0.500623	0.833333
Amp	20	62927500	62967500	0.15657	0.244349	0.471741	0.75
Amp	21	9412500	9587500	0	0	0.272846	0.083333
Amp	21	9592500	9992500	0	0.060918	0.281782	0.166667
Amp	21	9997500	10592500	0	0	0.272846	0.083333
Amp	21	10597500	10642500	0	0.038469	0.228217	0.166667
Amp	21	10647500	10647500	0	0.11977	0.281476	0.25
Amp	21	10697500	10767500	0.077169	0.173074	0.274702	0.333333
Amp	21	10772500	10857500	0.210438	0.334279	0.467033	0.333333
Amp	21	10862500	11092500	0	0.038469	0.183587	0.083333
Amp	21	11097500	11142500	0	0.127688	0.609367	0.083333
Amp	21	11147500	15202500	0	0	0	0
Amp	21	15207500	15282500	0	0.076435	0.36477	0.083333
Amp	21	15287500	29937500	0	0	0	0
Amp	21	29942500	30082500	0	0.091554	0.703634	0.083333
Amp	21	30087500	32287500	0	0	0.26671	0.083333
Amp	21	32292500	32382500	0	0.058354	0.287401	0.166667
Amp	21	32387500	35072500	0	0.104498	0.265006	0.25
Amp	21	35077500	35127500	0	0.058354	0.287401	0.166667
Amp	21	35132500	44052500	0	0.121038	0.291317	0.25
Amp	21	44057500	44927500	0.133141	0.207861	0.390286	0.333333
Amp	21	44932500	45067500	0	0.121038	0.274774	0.333333
Amp	21	45072500	46662500	0.154842	0.211817	0.395005	0.333333
Amp	21	46667500	47062500	0.175808	0.322536	0.527102	0.333333
Amp	21	47067500	47202500	0.010686	0.153463	0.423977	0.25
Amp	21	47207500	47877500	0.169382	0.291762	0.490387	0.333333
Amp	21	47882500	48057500	0.097697	0.181875	0.359283	0.333333
Amp	21	48062500	48117500	0.169382	0.274753	0.379304	0.416667
Amp	22	16052500	16502500	0	0	0.198103	0.416667
Amp	22	16507500	16622500	0	0.041565	0.248902	0.5
Amp	22	16627500	18887500	0	0	0.215842	0.5
Amp	22	18892500	18962500	0	0.103089	0.293131	0.583333
Amp	22	18967500	19102500	0	0	0.220421	0.583333
Amp	22	19107500	19182500	0	0.145702	0.319755	0.583333
Amp	22	19187500	19692500	0	0.025424	0.237754	0.583333
Amp	22	19697500	19807500	0.169382	0.279398	0.414438	0.583333
Amp	22	19812500	19857500	0	0.133686	0.315097	0.583333
Amp	22	19862500	20307500	0.169382	0.258602	0.40026	0.583333
Amp	22	20312500	20352500	0	0	0.19397	0.5
Amp	22	20357500	20357500	0	0.023496	0.21618	0.5
Amp	22	20362500	20482500	0.15657	0.232314	0.384274	0.583333
Amp	22	20487500	20487500	0.010686	0.153891	0.330809	0.583333
Amp	22	20492500	20627500	0	0.130395	0.340014	0.5
Amp	22	20632500	20702500	0	0	0.227475	0.416667
Amp	22	20707500	22347500	0	0.070902	0.27423	0.583333
Amp	22	22352500	22502500	0	0	0.216804	0.5
Amp	22	22507500	23402500	0	0.046001	0.257253	0.583333
Amp	22	23407500	23592500	0	0.140385	0.327095	0.583333
Amp	22	23597500	24667500	0	0.046001	0.262748	0.583333
Amp	22	24672500	24792500	0	0	0.226748	0.5
Amp	22	24797500	28242500	0	0.027	0.252823	0.583333
Amp	22	28247500	28372500	0	0	0.226748	0.5
Amp	22	28377500	28427500	0	0.05827	0.274141	0.583333
Amp	22	28432500	29072500	0	0	0.226748	0.5
Amp	22	29077500	29692500	0	0.049681	0.268286	0.583333
Amp	22	29697500	29742500	0.010686	0.151106	0.34578	0.583333
Amp	22	29747500	30252500	0	0.049681	0.276633	0.583333
Amp	22	30257500	30592500	0	0	0.21629	0.5
Amp	22	30597500	38747500	0	0.030688	0.246374	0.583333
Amp	22	38752500	38797500	0	0	0.21629	0.5
Amp	22	38802500	38872500	0.039341	0.165076	0.337994	0.583333
Amp	22	38877500	39007500	0	0	0.214507	0.583333
Amp	22	39012500	40127500	0	0.101427	0.294601	0.583333
Amp	22	40132500	40327500	0	0	0.21629	0.5
Amp	22	40332500	40427500	0	0.041626	0.25383	0.583333
